"AÑO","FECHA","DIA","HORA","AREA","DIRECCION HECHO","CONTROLES DE TRANSITO","BARRIO HECHO","CLASE DE ACCIDENTE","CLASE DE SERVICIO","GRAVEDAD DEL ACCIDENTE","CLASE DE VEHICULO","Cordenada Geografica "
"2,024","2024/05/19","domingo","19:46:00","URBANA","CARRER 24 CALLE 44","NINGUNO","COMUNA 5","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.202472 4.070346)"
"2,024","2024/05/20","lunes","18:55:00","URBANA","CARRERA 30 CALLE 26","NINGUNO","CESPEDES","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.194931 4.08469)"
"2,024","2024/05/20","lunes","09:36:00","URBANA","CARRERA 25 CALLE 31","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198628 4.080826)"
"2,024","2024/05/21","martes","10:30:00","URBANA","CARRERA 40 CALLE 27","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186514 4.08234)"
"2,024","2024/05/21","martes","11:30:00","URBANA","CARRERA 30 CALLE 25","NINGUNO","CESPEDES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194507 4.085518)"
"2,024","2024/05/23","jueves","11:00:00","URBANA","CALLE 13 42 40","NINGUNO","LA CRUZ","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.177195 4.091612)"
"2,024","2024/05/25","sabado","18:30:00","URBANA","CARRERA 22 CALLE 14|","NINGUNO","LA CAMPI„A","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.200553 4.094639)"
"2,024","2024/05/30","jueves","15:55:00","URBANA","DIAGONAL 23 FRENTE n9 25","NINGUNO","COMUNA 7","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.207349 4.095745)"
"2,024","2024/06/04","martes","20:30:00","URBANA","CARRERA 30 FRENTE AL 19-12","NINGUNO","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.194274 4.081728)"
"2,024","2024/06/05","miercoles","07:10:00","URBANA","CARRERA 29 CALLE 21","NINGUNO","VIILA NUEVA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193506 4.089151)"
"2,024","2024/06/06","jueves","19:00:00","URBANA","CARRERA 22 TRANSVERSAL 12","NINGUNO","TRASVERSAL 12","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201856 4.096575)"
"2,024","2024/06/07","viernes","11:40:00","URBANA","CARRERA 40 #  28-97","NINGUNO","JAZMIN","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.18848 4.078042)"
"2,024","2024/06/09","domingo","16:40:00","URBANA","CARRERA 24 CALLE 5","NINGUNO","ALAMEDA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199517 4.100755)"
"2,024","2024/06/12","miercoles","20:00:00","URBANA","CARRERA 22 CON 4B ESQUINA","NINGUNO","COMUNA 8","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191499 4.089869)"
"2,024","2024/06/13","jueves","18:24:00","URBANA","CALLE 24 CARRERA 7","NINGUNO","LAS AMERICAS","ATROPELLO","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.209279 4.093854)"
"2,024","2024/06/13","jueves","15:25:00","URBANA","CALLE 41 A CARRERA 25","NINGUNO","PRINCIPE","CHOQUE","OFICIAL","CON HERIDOS","MOTOCICLETA","POINT (-76.200474 4.071471)"
"2,024","2024/06/16","domingo","11:20:00","URBANA","CARRERA 19 FRENTE AL 30 66","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203221 4.081344)"
"2,024","2024/06/18","martes","16:30:00","URBANA","CARRERA 40 SALIDA SUR KM1","NINGUNO","KM1 SALIDA SUR","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,024","2024/06/22","sabado","22:20:00","URBANA","CALLE 25 CARRERA 26","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.196777 4.086061)"
"2,024","2024/06/26","miercoles","13:30:00","URBANA","CALLE 26C CARRERA 8A","NINGUNO","BUENOS AIRES","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.20948 4.088986)"
"2,024","2024/06/27","jueves","14:45:00","URBANA","CARRERA 40 FRENTE AL 32-15","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.188386 4.077806)"
"2,024","2024/06/27","jueves","09:20:00","URBANA","CARRERA 34 CALLE 28","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191298 4.082456)"
"2,024","2024/06/27","jueves","08:00:00","URBANA","CARRERA 36 CALLE 21 ESQUINA","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.205889 4.09197)"
"2,024","2024/06/28","viernes","16:15:00","URBANA","TRASNVERSAL 12 CALLE 4B","NINGUNO","ALAMEDA","CHOQUE","PUBLICO","CON HERIDOS","AUTOMOVIL","POINT (-76.189423 4.100123)"
"2,024","2024/06/28","viernes","04:15:00","URBANA","CALLE 27 CARRERA 35","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.190228 4.083105)"
"2,024","2024/06/29","sabado","17:45:00","URBANA","AV PRINCIPAL AGUACLARA 27-6","NINGUNO","AGUACLARA","CHOQUE","DROGUERIA","CON HERIDOS","PUNTO FIJO","POINT (-76.194525 4.111585)"
"2,024","2024/06/29","sabado","02:42:00","URBANA","CALLE 245FRENTE AL 26-65","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191499 4.089869)"
"2,024","2024/06/30","domingo","19:20:00","URBANA","VIA PRINCIPAL NARI„O FRENTE 22-12","NINGUNO","NARI„O","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.234876 4.091011)"
"2,024","2024/06/30","domingo","22:10:00","URBANA","TRANSVERSAL 12 CASA HUERTAS","NINGUNO","CASA HUERTAS","VOLCAMIENTO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195425 4.102204)"
"2,024","2024/07/01","lunes","06:50:00","URBANA","CARRERA 27 CALLE 28","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.196476 4.083175)"
"2,024","2024/07/01","lunes","18:30:00","URBANA","CALLE 25 CRA 4 OESTE","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.21528 4.091753)"
"2,024","2024/07/07","domingo","07:30:00","URBANA","CALLE 27 #  21-23","NINGUNO","SALIDA OCCIDENTE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.200731 4.085043)"
"2,024","2024/07/07","domingo","10:20:00","URBANA","CARRERA 18 CALLE 2A","NINGUNO","3 MILENIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.206449 4.102667)"
"2,024","2024/07/10","miercoles","15:20:00","URBANA","CALLE 41A CARRERA 26","NINGUNO","PRINCIPE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.19944 4.071017)"
"2,024","2024/07/11","jueves","12:00:00","URBANA","CALLE 21 CON CARRERA 17","NINGUNO","ROJAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.520851 3.442597)"
"2,024","2024/07/11","jueves","14:50:00","URBANA","TRANSVERSAL 12 CALLE 12","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201029 4.097258)"
"2,024","2024/07/12","viernes","06:43:00","URBANA","CALLE 25 CRA 15","NINGUNO","PLAYAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.20466 4.089633)"
"2,024","2024/07/14","domingo","04:30:00","URBANA","TRANSVERSAL 12 CASA HUERTAS","NINGUNO","CASA HUERTAS","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.195425 4.102204)"
"2,024","2024/07/14","domingo","17:00:00","URBANA","CARRERA 40","NINGUNO","SALIDA NORTE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,024","2024/07/15","lunes","10:57:00","URBANA","CARRERA 33 CALLE 22","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.19354 4.07891)"
"2,024","2024/07/15","lunes","19:05:00","URBANA","CARRERA 32 CALLE 29","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.193448 4.081394)"
"2,024","2024/07/20","sabado","15:05:00","URBANA","TRASNVERSAL 12 CALLE 24","NINGUNO","RUBEN CRUZ","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.205832 4.09193)"
"2,024","2024/07/20","sabado","13:20:00","URBANA","CALLE 22 CON CARRERA 16","NINGUNO","ROJAS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191499 4.089869)"
"2,024","2024/07/20","sabado","15:20:00","URBANA","CARRERA 33 CALLE 20","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.19114 4.08785)"
"2,024","2024/07/21","domingo","07:50:00","URBANA","AVENIDA PRINCIPAL AGUACLARA","NINGUNO","AGUACLARA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194503 4.10457)"
"2,024","2024/07/23","martes","07:30:00","URBANA","CARRERA 40 CALLE 33","NINGUNO","MIRAFLORES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189333 4.076338)"
"2,024","2024/07/25","jueves","21:20:00","URBANA","TRASVERSAL 20CARRERA 21","NINGUNO","SAMAN DEL NORTE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203473 4.100729)"
"2,024","2024/07/26","viernes","16:20:00","URBANA","CARRERA 30 CALLE 31","NINGUNO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194882 4.080167)"
"2,024","2024/07/30","martes","21:00:00","URBANA","TRANSVERSAL 12 DIAGONAL 22","NINGUNO","TRASVERSAL 12","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201917 4.096512)"
"2,024","2024/08/01","jueves","13:19:00","URBANA","TRANSVERSAL 12 FRENTE AL PREDIO 9-09","NINGUNO","COMUNA 9","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201917 4.096524)"
"2,024","2024/08/01","jueves","15:20:00","URBANA","CARRERA 35 CALLE 31","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189164 4.076671)"
"2,024","2024/08/03","sabado","17:20:00","URBANA","CARRERA 40 FRENTE AL 29-25","NINGUNO","COMUNA 1","ATROPELLO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193695 4.079747)"
"2,024","2024/08/03","sabado","14:50:00","URBANA","CARRERA 36 CON CALLE 28A","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.238681 4.095338)"
"2,024","2024/08/04","domingo","20:22:00","URBANA","CALLE 27 CON TRANSVERSAL 12","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193695 4.079747)"
"2,024","2024/08/07","miercoles","07:50:00","URBANA","CALLE 25 con carrera 24","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189768 4.090183)"
"2,024","2024/08/08","jueves","21:00:00","URBANA","CARRERA 28A CALLE 10","NINGUNO","SAN ANTONIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189768 4.090183)"
"2,024","2024/08/11","domingo","15:30:00","URBANA","VIA RIOFRIO TULUA 22-23","NINGUNO","NARI„O","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.184924 4.094901)"
"2,024","2024/08/11","domingo","10:05:00","URBANA","TRANSVERSAL 10 DIAGONAL 22","NINGUNO","CHIMINANGOS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204393 4.070662)"
"2,024","2024/08/12","lunes","16:30:00","URBANA","CARRERA 30 FRENTE 23- 27","NINGUNO","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201162 4.081785)"
"2,024","2024/08/14","miercoles","12:15:00","URBANA","CARRERA28 CALLE 13","NINGUNO","LA GRACIELA","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.20648 4.090791)"
"2,024","2024/08/15","jueves","13:40:00","URBANA","CALLE 27 VIA TULUA RIOFRIO","NINGUNO","CALLEJON NARI„O","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199248 4.072127)"
"2,024","2024/08/15","jueves","22:15:00","URBANA","CARRERA 40 CALLE 32","NINGUNO","MIRAFLORES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201332 4.070283)"
"2,024","2024/08/15","jueves","08:40:00","URBANA","TRANSVERSAL 12 FRENTE PARCELACION BELEN","NINGUNO","PARCELACION BELEN","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.18804 4.092609)"
"2,024","2024/08/17","sabado","13:00:00","URBANA","TRANSVERSAL 12 FRENTE EDS TERPEL","NINGUNO","TRASVERSAL 12","VOLCAMIENTO","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.195981 4.094496)"
"2,024","2024/08/17","sabado","12:15:00","URBANA","CALLE 27 CARRERA 3","NINGUNO","ASOGRIN","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186355 4.091122)"
"2,024","2024/08/17","sabado","00:20:00","URBANA","CALLE 25 FRENTE AL 12-26","NINGUNO","RUBEN CRUZ","CHOQUE","PRIVADO","CON HERIDOS","CAMION","POINT (-76.199705 4.087903)"
"2,024","2024/08/18","domingo","17:15:00","URBANA","TRANSVERSAL 12 CON CRA 28A","NINGUNO","SANTA RITA DEL RIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201162 4.081785)"
"2,024","2024/08/21","miercoles","07:20:00","URBANA","CALLE 43 CARRERA 47","NINGUNO","VILLA CAMPESTRE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.1895 4.086907)"
"2,024","2024/08/22","jueves","11:20:00","URBANA","CALLE 27 FRENTE 9-02","NINGUNO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.195981 4.094496)"
"2,024","2024/08/26","lunes","17:30:00","URBANA","CARRERA 40 FRENTE RANCHO PANORAMA","NINGUNO","COMUNA 3","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201162 4.081785)"
"2,024","2024/08/26","lunes","04:30:00","URBANA","CALLE 24 CARRERA 5","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.20648 4.090791)"
"2,024","2024/08/27","martes","07:10:00","URBANA","CARRERA 26 CALLE 29 TULUA","NINGUNO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199705 4.087903)"
"2,024","2024/08/27","martes","17:12:00","URBANA","CARRERA 20A CALLE 31","NINGUNO","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199248 4.072127)"
"2,024","2024/08/29","jueves","14:45:00","URBANA","CALLE 23 CARRERA 26","NINGUNO","TOMAS URIBE","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.20648 4.090791)"
"2,024","2024/08/29","jueves","08:34:00","URBANA","INGENIO SAN CARLOS","NINGUNO","SAN CARLOS","ATROPELLO","PRIVADO","CON MUERTO","TRACTOR","POINT (-76.186355 4.091122)"
"2,024","2024/09/02","lunes","22:25:00","URBANA","CALLE 26 CARRERA 34","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.184924 4.094901)"
"2,024","2024/09/02","lunes","04:50:00","URBANA","CALLE 24 CARRERA 7","NINGUNO","LAS AMERICAS","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.19018 4.0869)"
"2,024","2024/09/09","lunes","07:40:00","URBANA","CARRERA 22 CALLE 41","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.199248 4.072127)"
"2,024","2024/09/09","lunes","18:30:00","URBANA","CALLE 24 CARRERA 20","NINGUNO","PORVENIR","ATROPELLO","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.20648 4.090791)"
"2,024","2024/09/14","sabado","20:20:00","URBANA","CARRERA 40 COLEGIO GIMNASIO DEL PACIFICO","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","NO INFORMA","BICICLETA","POINT (-76.20648 4.090791)"
"2,024","2024/09/14","sabado","07:50:00","URBANA","CARRERA 33A CALLE 25","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.194113 4.087318)"
"2,024","2024/09/14","sabado","06:10:00","URBANA","CALLE 28 CARRERA 21","NINGUNO","CENTRO","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.202442 4.070409)"
"2,024","2024/09/14","sabado","15:47:00","URBANA","TRANSVERSAL 12 39A 45","NINGUNO","TERMINAL DE TRANSPORTE","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.19018 4.0869)"
"2,024","2024/09/16","lunes","12:10:00","URBANA","CARRERA 3 CALLE 24","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.18804 4.092609)"
"2,024","2024/09/16","lunes","10:50:00","URBANA","CARRERA 20 21 10","NINGUNO","PALOBONITO","ATROPELLO","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.184924 4.094901)"
"2,024","2024/09/17","martes","19:30:00","URBANA","CALLE 5 CARRERA 18","NINGUNO","JORGE ELIECER GAITAN","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.204393 4.070662)"
"2,024","2024/09/19","jueves","02:00:00","URBANA","CALLE 32 CON 27","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.199705 4.087903)"
"2,024","2024/09/21","sabado","20:30:00","URBANA","CALLE 38 CARRERA 23","NINGUNO","COMUNA 9","CHOQUE","PUBLICO","NO INFORMA","AUTOMOVIL","POINT (-76.201332 4.070283)"
"2,024","2024/09/22","domingo","08:45:00","URBANA","CALLE 29 CARRERA 33","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.199248 4.072127)"
"2,024","2024/09/22","domingo","23:50:00","URBANA","TRANSVERSAL 12 CALLE 22","NINGUNO","CHIMINANGOS","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.199248 4.072127)"
"2,024","2024/09/23","lunes","21:00:00","URBANA","CALLE 32 18A1-05","NINGUNO","PUEBLO NUEVO","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.20648 4.090791)"
"2,024","2024/09/24","martes","13:50:00","URBANA","CARRERA 27 CALLE 32","NINGUNO","SALESIANO","CHOQUE","PUBLICO","NO INFORMA","AUTOMOVIL","POINT (-76.187738 4.096151)"
"2,024","2024/09/24","martes","20:40:00","URBANA","TULUA RIOFRIO","NINGUNO","TULUA RIOFRIO","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.195981 4.094496)"
"2,024","2024/09/24","martes","09:02:00","URBANA","CARRERA 23 CALLE 12A","NINGUNO","JARDIN","CHOQUE","PUBLICO","NO INFORMA","AUTOMOVIL","POINT (-76.199705 4.087903)"
"2,024","2024/09/24","martes","15:57:00","URBANA","DIAGONAL 20 TRANSVERSAL 8","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.18804 4.092609)"
"2,024","2024/09/26","jueves","20:50:00","URBANA","CARRERA 28A 18-21","NINGUNO","VILLA NUEVA","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.202442 4.070409)"
"2,024","2024/09/29","domingo","03:20:00","URBANA","CALLE 13 FRENTE 38-97","NINGUNO","COMUNA 3","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.192623 4.103258)"
"2,024","2024/09/29","domingo","08:20:00","URBANA","CALLE 26 CARRERA 34","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.190078 4.074848)"
"2,024","2024/10/04","viernes","18:00:00","URBANA","CALLE 27 CARRERA 3W","NINGUNO","FARFAN","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.199705 4.087903)"
"2,024","2024/10/04","viernes","23:10:00","URBANA","CALLE 40B CARRERA 25","NINGUNO","COMUNA 5","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.1895 4.086907)"
"2,024","2024/10/04","viernes","06:50:00","URBANA","CARRERA24 CALLE 41A","NINGUNO","PRINCIPE","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.19018 4.0869)"
"2,024","2024/10/05","sabado","11:25:00","URBANA","CALLE 41 A CARRERA 24","NINGUNO","PRINCIPE","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.199248 4.072127)"
"2,024","2024/10/05","sabado","13:00:00","URBANA","CARRERA 40 CALLE 33","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.199248 4.072127)"
"2,024","2024/10/06","domingo","13:20:00","URBANA","CARRERA35 CALLE 33","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.20648 4.090791)"
"2,024","2024/10/06","domingo","00:10:00","URBANA","CARRERA 40 CALLE 33","NINGUNO","MIRAFLORES","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.212914 4.095686)"
"2,024","2024/10/07","lunes","00:15:00","URBANA","TRANVERSAL 12 CALLE 7","NINGUNO","VILLA COLOMBIA","VOLCAMIENTO","OFICIAL","NO INFORMA","MOTOCICLETA","POINT (-76.201332 4.070283)"
"2,024","2024/10/09","miercoles","15:30:00","URBANA","CARRERA 36 CALLE 28","NINGUNO","VICTORIA","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.190624 4.078206)"
"2,024","2024/10/12","sabado","11:20:00","URBANA","CALLE 27 CARRERA 33","NINGUNO","No informa","CHOQUE","PUBLICO","NO INFORMA","AUTOMOVIL","POINT (-76.193514 4.078944)"
"2,024","2024/10/13","domingo","20:00:00","URBANA","TULUA RIOFRIO CALLE 27 CON 9W","NINGUNO","TULUA RIOFRIO","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.189768 4.090183)"
"2,024","2024/10/13","domingo","13:00:00","URBANA","VIA TRES ESQUINAS EL CAIRO","NINGUNO","TRES ESQUINAS","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.193695 4.079747)"
"2,024","2024/10/14","lunes","17:10:00","URBANA","CARRERA 26 CALLE 32","NINGUNO","SALESIANO","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.199248 4.072127)"
"2,024","2024/10/14","lunes","01:40:00","URBANA","CARRERA 27 CALLE 22 ESQUINA","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.202442 4.070409)"
"2,024","2024/10/17","jueves","11:00:00","URBANA","CALLE 27 6-W41 VIA NARI„O","NINGUNO","NARI„O","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.19018 4.0869)"
"2,024","2024/10/17","jueves","10:30:00","URBANA","CARRERA 27 CALLE 24","NINGUNO","TOMAS URIBE","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.195981 4.094496)"
"2,024","2024/10/17","jueves","17:40:00","URBANA","CARRERA 40 CALLE 36","NINGUNO","VILLA CAMPESTRE","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.190078 4.074848)"
"2,024","2024/10/18","viernes","23:00:00","URBANA","CALLE 26C 26","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.210616 4.090184)"
"2,024","2024/10/18","viernes","17:50:00","URBANA","CALLE 26K CARRERA 9","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.186355 4.091122)"
"2,024","2024/10/20","domingo","03:20:00","URBANA","CARRERA 40 CALLE  20","NINGUNO","ALVERNIA","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.190078 4.074848)"
"2,024","2024/10/20","domingo","12:30:00","URBANA","TRANSVERSAL 12 25-112","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.20648 4.090791)"
"2,024","2024/10/21","lunes","17:20:00","URBANA","TRANSVERSAL 12 CALLE 6","NINGUNO","7 DE AGOSTO","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.20648 4.090791)"
"2,024","2024/10/27","domingo","10:19:00","URBANA","CALLE 21 CARRERA 24","NINGUNO","COMUNA 4","CHOQUE","PUBLICO","NO INFORMA","AUTOMOVIL","POINT (-76.202442 4.070409)"
"2,024","2024/10/28","lunes","17:36:00","URBANA","CARRERA 39 CALLE 27A","NINGUNO","No informa","ATROPELLO",,"NO INFORMA",,"POINT (-76.180137 4.091499)"
"2,024","2024/10/30","miercoles","14:45:00","URBANA","CARRERA 28A 11 -105","NINGUNO","PE„ARANDA","CHOQUE","PARTICULAR","NO INFORMA","AUTOMOVIL","POINT (-76.194304 4.089428)"
"2,024","2024/10/30","miercoles","20:10:00","URBANA","CALLE 5 CARRERA 21","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","CAMIONETA","POINT (-76.204393 4.070662)"
"2,024","2024/10/31","jueves","12:10:00","URBANA","CARRERA 25 CALLE 23","NINGUNO","No informa","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.200969 4.070444)"
"2,024","2024/10/28","lunes","18:25:00","URBANA","CARRERA 26 A CON 41","NINGUNO","PRINCIPE","CHOQUE","PARTICULAR","NO INFORMA","MOTOCICLETA","POINT (-76.199248 4.072127)"
